"ImageID","idiom","rating","final_nouns","count_all_nouns","nouns_present_GPT","count_nouns_present_GPT","nouns_present_dreamlike","count_nouns_present_dreamlike","idiom_nouns","idiom_in_gpt","idiom_in_dreamlike","model","model_ratio","figure of speech","category","meaning","physical_attribution_meaning","prompt","model_text","text"
"dreamlike_P19_19_51.jpg","hot potato","0.9","hot, potato, people","3.0","hot, potato","2.0","potato","1.0","hot, potato","total","partial","dreamlike","0.3333333333333333","metaphor","food","refers to a controversial or sensitive topic that people avoid discussing","no","P3","no_model","0.0"
"dreamlike_P12_12_15.jpg","at bay","1.4","bay","1.0","bay","1.0","bay","1.0","bay","total","total","dreamlike","1.0",,"nature","to keep something dangerous at a safe distance","maybe","P2","no_model","0.0"
"GPT_P12_12-28.jpg","in the bag","9.2","bag","1.0","bag","1.0","bag","1.0","bag","total","total","DallE3","1.0","metaphor","object","if something is in the bag, it is almost certain to be won or achieved","no","P2","GPT","0.0"
"GPT_P21_21-34.jpg","red book","4.2","treasury, revenue, parliament, red, book, publication, plan","7.0","red, book, publication","3.0","red, book, publication","3.0","red, book","total","total","DallE3","0.4285714285714285","metonymy","object","a government publication bound in red, esp the Treasury's annual forecast of revenue, expenditure, growth, and inflation","yes","P5","GPT","2.0"
"GPT_P20_20-32.jpg","melting pot","5.4","melting pot, place, background, type, people, country","6.0","melting pot, place, background,","4.0","background, people, country","3.0","melting pot","total","none","DallE3","0.6666666666666666","metaphor","object","a place where different types of people and ideas live together, frequently blending to create something new","maybe","P4","GPT","0.0"
"dreamlike_P01_01_48-02.jpg","nest egg","7.300000000000001","nest, egg","2.0","nest","1.0","nest, egg","2.0","nest, egg","partial","total","dreamlike","1.0","metaphor","animal","an amount of money that has been saved, especially for future use","yes","P1","no_model","0.0"
"GPT_P12_12-29.jpg","at the helm","8.5","helm","1.0","helm","1.0","helm","1.0","helm","total","total","DallE3","1.0","metaphor","object","in charge of an organization, group of people, etc.","yes","P2","GPT","0.0"
"dreamlike_P22_22_22.jpg","in the cards","7.300000000000001","deck","1.0","deck","1.0","deck","1.0","card","none","none","dreamlike","1.0","metonymy","object","Something very likely to happen, occur or take place","no","P6","Llama3","0.0"
"GPT_P22_22-37.jpg","behind bars","7.5","prison, cell, metal, bar, rusty, gate, iron, fence, solitary, figure, hand","11.0","prison, cell, metal, bar, rusty, gate, solitary, figure","8.0","prison, cell, metal, bar, rusty, gate, iron, fence, solitary","9.0","bar","total","total","DallE3","0.7272727272727273","metonymy","object","to be in jail or prison","yes","P6","Llama3 + GPT","0.0"
"dreamlike_P20_20_18.jpg","under fire","2.7","fire, subject, politician, money, party","5.0","fire, subject, politician","3.0","fire, politician","2.0","fire","total","total","dreamlike","0.4","metaphor","nature","subject to extreme criticism or judgment","yes","P4","no_model","0.0"
"dreamlike_P19_19_16.jpg","on the ball","6.4","ball","1.0","ball","1.0","ball","1.0","ball","total","total","dreamlike","1.0","metaphor","object","to be aware of and understand what is happening and be able to react quickly","yes","P3","no_model","2.0"
"dreamlike_P21_21_21.jpg","upper hand","7.800000000000001","upper, hand, prime minister, parliament, business, market, case","7.0","upper, hand, prime minister, parliament, business","5.0","upper, hand, prime minister","3.0","upper, hand ","total","total","dreamlike","0.4285714285714285","metonymy","body","to get an advantage over somebody so that you are in control of a particular situation","yes","P5","no_model","0.0"
"GPT_P21_21-35.jpg","off the hook","5.300000000000001","hook, warning, meeting, matter","4.0","hook, meeting","2.0","hook","1.0","hook","total","total","DallE3","0.5","metaphor","object","having got free from a difficult situation or a punishment","yes","P5","GPT","3.0"
"dreamlike_P12_12_50.jpg","lame duck","6.0","duck","1.0","duck","1.0","duck","1.0","duck","total","total","dreamlike","1.0","metaphor","animal","a person or thing that is disabled, helpless, ineffective, or inefficient","yes","P2","no_model","0.0"
"dreamlike_P21_21_20.jpg","red flag","7.2","red, flag, sign, volcanologist, volcano, airline,  industry, country, virus","9.0","red flag, volcano, industry","3.0","red, flag, sign, volcano, airline, country","6.0","red, flag","none","total","dreamlike","0.6666666666666666","metaphor","object","a sign that something is not right or something bad may happen","no","P5","no_model","0.0"
"dreamlike_P21_21_1.jpg","on the other hand","2.3000000000000003","hand, building, weekend, home, point, view, animal, thing","8.0","hand, building, home, view, animal","5.0","building, home, ","3.0","hand","total","none","dreamlike",375,"metonymy","body","from a different point of view","no","P5","no_model","2.0"
"dreamlike_P20_20_19.jpg","red tape","5.5","project, red, tape","3.0","red, tape","2.0","red","1.0","red, tape","total","partial","dreamlike","0.3333333333333333","metonymy","object","over excessive or time-consuming rules and bureaucracy that hinder progress","no","P4","no_model",
"dreamlike_P01_01_12-02.jpg","cup of tea","2.9000000000000004","cup, tea","2.0","cup, tea","2.0","cup","1.0","cup, tea","total","partial","dreamlike","0.5","metaphor","object","if it is “your cup of tea” it is something that you prefer","no","P1","no_model","0.0"
"dreamlike_P12_12_14.jpg","old school","5.2","school","1.0","school","1.0",,"1.0","school","total",,"dreamlike","1.0","metaphor","object","old fashioned ideas or approach compared to current trends","no","P2","no_model","0.0"
"dreamlike_P01_01_13-02.jpg","black hole","6.0","black, hole","2.0","black, hole","2.0","black, hole","2.0","black, hole","total","total","dreamlike","1.0","metaphor","nature","a place in which things are lost never to be seen again","maybe","P1","no_model","0.0"
"GPT_P22_22-39.jpg","big gun","5.1000000000000005","military, tank, large, cannon, design","5.0","military, tank, large, cannon","4.0","military, tank, large, cannon, design","5.0","big, gun","none","none","DallE3","0.8","metonymy","object","someone who has an important or powerful position","yes","P6","Llama3 + GPT","0.0"
"GPT_P23_23-40.jpg","back against the wall","5.9","person, wall, pressure","3.0","person, wall, pressure","3.0","person, wall, pressure","3.0","back, wall","partial","partial","DallE3","1.0","metaphor","object","to be in a tough situation with limited options","yes","P7","Llama3 + GPT","0.0"
"dreamlike_P19_19_17.jpg","scapegoat","1.8","goat","1.0","goat","1.0","goat","1.0","goat","total","total","dreamlike","1.0","metaphor","animal","to be made to suffer or bear the punishment for someone else","yes","P3","no_model","0.0"
"dreamlike_P23_23_24.jpg","blue-collar","5.800000000000001","jeans, worker, boot, factory, blue, collar","6.0","jeans, worker, boot, factory, blue, collar","6.0","jeans, worker, boot, factory, blue","5.0","blue, collar","total","partial","dreamlike","0.8333333333333334","metonymy","object","blue-collar workers do physical work, rather than working in offices","yes","P7","Llama3","0.0"
"GPT_P19_19-31.jpg","on a roll","5.300000000000001","roll, period","2.0","roll","1.0","roll","1.0","roll","total","total","DallE3","0.5","metaphor","object","experiencing a period of success or good luck","yes","P3","GPT","0.0"
"dreamlike_P22_22_23.jpg","across the board","6.2","background, board, multiple, people","4.0","background, multiple, people","3.0","background, multiple, people","3.0","board","none","none","dreamlike","0.75","metaphor","object","affecting everyone or everything within an organization, system, or society","maybe","P6","Llama3","0.0"
"GPT_P01_01-26-02.jpg","in a nutshell","6.0","nutshell","1.0","nutshell","1.0",,"1.0","nutshell","total",,"DallE3","1.0","metaphor","food","used when you are stating the main facts about something in a short clear way","no","P1","GPT","0.0"
"dreamlike_P20_20_54.jpg","cold turkey","0.1","cold, turkey, people, drug, smoking, year,","7.0","people, smoking","2.0","cold, people","2.0","cold, turkey","none","partial","dreamlike","0.2857142857142857","metaphor","food","an unpleasant physical condition suffered by people who stop taking a drug that they are addicted to","yes","P4","no_model","0.0"
"dreamlike_P23_23_3.jpg","on board","5.4","part, board, group, scene, project, goal","6.0","part, board, group, scene, project, goal","6.0","part, board, group, scene, project, goal","6.0","board","total","total","dreamlike","1.0","metaphor","object","as part of a group or team, especially for a special purpose","yes","P7","Llama3","0.0"
"GPT_P20_20-33.jpg","on the money","6.7","money, contest, winner","3.0","contest, winner","2.0",,"1.0","money","none",,"DallE3","0.6666666666666666","metaphor","object","being right about something","yes","P4","GPT","1.0"
"GPT_P23_23-41.jpg","turn the tables","1.3","script, player","2.0","script, player","2.0","player","1.0","tables","none","none","DallE3","1.0","metaphor","object","​to change a situation so that you are now in a stronger position than the person who used to be in a stronger position than you","yes","P7","Llama3 + GPT","0.0"
"GPT_P01_01-27-02.jpg","in hot water","6.7","hot, water","2.0",,"0.0","hot","1.0","hot, water",,"partial","DallE3","0.0","metaphor","nature","if someone is in hot water, they are in trouble because they have done something wrong","yes","P1","GPT","0.0"
"GPT_P19_19-30.jpg","in the dock","3.9","dock, trial, court, criminal, case","5.0","dock, trial, court, criminal, case","5.0","dock","1.0","dock","total","total","DallE3","1.0","metaphor","object","on trial in court, especially in a criminal case","yes","P3","GPT","0.0"
"dreamlike_P01_01_49-02.jpg","a piece of cake","1.5","piece, cake","2.0","piece","1.0","cake","1.0","piece, cake","partial","partial","dreamlike","0.5","metaphor","food","very easy task","no","P1","no_model","0.0"
"dreamlike_P23_23_25.jpg","bread and butter","3.3000000000000003","bread, butter, job, person, work, plate, symbol","7.0","bread, butter, job, person, work, plate","6.0","bread, plate","2.0","bread, butter","total","partial","dreamlike","0.2857142857142857","metonymy","food","a job or activity that provides you with the money you need to live","maybe","P7","Llama3","0.0"
"dreamlike_P19_19_51.jpg","hot potato","0.8","hot, potato, people","3.0","hot, potato","2.0","potato","1.0","hot, potato","total","partial","dreamlike","0.3333333333333333","metaphor","food","refers to a controversial or sensitive topic that people avoid discussing","no","P3","no_model","0.0"
"dreamlike_P12_12_15.jpg","at bay","1.3","bay","1.0","bay","1.0","bay","1.0","bay","total","total","dreamlike","1.0",,"nature","to keep something dangerous at a safe distance","maybe","P2","no_model","0.0"
"GPT_P12_12-28.jpg","in the bag","5.300000000000001","bag","1.0","bag","1.0","bag","1.0","bag","total","total","DallE3","1.0","metaphor","object","if something is in the bag, it is almost certain to be won or achieved","no","P2","GPT","0.0"
"GPT_P21_21-34.jpg","red book","6.300000000000001","treasury, revenue, parliament, red, book, publication, plan","7.0","red, book, publication","3.0","red, book, publication","3.0","red, book","total","total","DallE3","0.4285714285714285","metonymy","object","a government publication bound in red, esp the Treasury's annual forecast of revenue, expenditure, growth, and inflation","yes","P5","GPT","2.0"
"GPT_P20_20-32.jpg","melting pot","7.4","melting pot, place, background, type, people, country","6.0","melting pot, place, background,","4.0","background, people, country","3.0","melting pot","total","none","DallE3","0.6666666666666666","metaphor","object","a place where different types of people and ideas live together, frequently blending to create something new","maybe","P4","GPT","0.0"
"dreamlike_P01_01_48-02.jpg","nest egg","8.0","nest, egg","2.0","nest","1.0","nest, egg","2.0","nest, egg","partial","total","dreamlike","1.0","metaphor","animal","an amount of money that has been saved, especially for future use","yes","P1","no_model","0.0"
"GPT_P12_12-29.jpg","at the helm","9.9","helm","1.0","helm","1.0","helm","1.0","helm","total","total","DallE3","1.0","metaphor","object","in charge of an organization, group of people, etc.","yes","P2","GPT","0.0"
"dreamlike_P22_22_22.jpg","in the cards","2.8000000000000003","deck","1.0","deck","1.0","deck","1.0","card","none","none","dreamlike","1.0","metonymy","object","Something very likely to happen, occur or take place","no","P6","Llama3","0.0"
"GPT_P22_22-37.jpg","behind bars","6.6000000000000005","prison, cell, metal, bar, rusty, gate, iron, fence, solitary, figure, hand","11.0","prison, cell, metal, bar, rusty, gate, solitary, figure","8.0","prison, cell, metal, bar, rusty, gate, iron, fence, solitary","9.0","bar","total","total","DallE3","0.7272727272727273","metonymy","object","to be in jail or prison","yes","P6","Llama3 + GPT","0.0"
"dreamlike_P20_20_18.jpg","under fire","3.1","fire, subject, politician, money, party","5.0","fire, subject, politician","3.0","fire, politician","2.0","fire","total","total","dreamlike","0.4","metaphor","nature","subject to extreme criticism or judgment","yes","P4","no_model","0.0"
"dreamlike_P19_19_16.jpg","on the ball","2.9000000000000004","ball","1.0","ball","1.0","ball","1.0","ball","total","total","dreamlike","1.0","metaphor","object","to be aware of and understand what is happening and be able to react quickly","yes","P3","no_model","2.0"
"dreamlike_P21_21_21.jpg","upper hand","4.5","upper, hand, prime minister, parliament, business, market, case","7.0","upper, hand, prime minister, parliament, business","5.0","upper, hand, prime minister","3.0","upper, hand ","total","total","dreamlike","0.4285714285714285","metonymy","body","to get an advantage over somebody so that you are in control of a particular situation","yes","P5","no_model","0.0"
"GPT_P21_21-35.jpg","off the hook","6.5","hook, warning, meeting, matter","4.0","hook, meeting","2.0","hook","1.0","hook","total","total","DallE3","0.5","metaphor","object","having got free from a difficult situation or a punishment","yes","P5","GPT","3.0"
"dreamlike_P12_12_50.jpg","lame duck","6.300000000000001","duck","1.0","duck","1.0","duck","1.0","duck","total","total","dreamlike","1.0","metaphor","animal","a person or thing that is disabled, helpless, ineffective, or inefficient","yes","P2","no_model","0.0"
"dreamlike_P21_21_20.jpg","red flag","1.6","red, flag, sign, volcanologist, volcano, airline,  industry, country, virus","9.0","red flag, volcano, industry","3.0","red, flag, sign, volcano, airline, country","6.0","red, flag","none","total","dreamlike","0.6666666666666666","metaphor","object","a sign that something is not right or something bad may happen","no","P5","no_model","0.0"
"dreamlike_P21_21_1.jpg","on the other hand","4.4","hand, building, weekend, home, point, view, animal, thing","8.0","hand, building, home, view, animal","5.0","building, home, ","3.0","hand","total","none","dreamlike",375,"metonymy","body","from a different point of view","no","P5","no_model","2.0"
"dreamlike_P20_20_19.jpg","red tape","1.9","project, red, tape","3.0","red, tape","2.0","red","1.0","red, tape","total","partial","dreamlike","0.3333333333333333","metonymy","object","over excessive or time-consuming rules and bureaucracy that hinder progress","no","P4","no_model",
"dreamlike_P01_01_12-02.jpg","cup of tea","5.300000000000001","cup, tea","2.0","cup, tea","2.0","cup","1.0","cup, tea","total","partial","dreamlike","0.5","metaphor","object","if it is “your cup of tea” it is something that you prefer","no","P1","no_model","0.0"
"dreamlike_P12_12_14.jpg","old school","6.1000000000000005","school","1.0","school","1.0",,"1.0","school","total",,"dreamlike","1.0","metaphor","object","old fashioned ideas or approach compared to current trends","no","P2","no_model","0.0"
"dreamlike_P01_01_13-02.jpg","black hole","2.2","black, hole","2.0","black, hole","2.0","black, hole","2.0","black, hole","total","total","dreamlike","1.0","metaphor","nature","a place in which things are lost never to be seen again","maybe","P1","no_model","0.0"
"GPT_P22_22-39.jpg","big gun","5.1000000000000005","military, tank, large, cannon, design","5.0","military, tank, large, cannon","4.0","military, tank, large, cannon, design","5.0","big, gun","none","none","DallE3","0.8","metonymy","object","someone who has an important or powerful position","yes","P6","Llama3 + GPT","0.0"
"GPT_P23_23-40.jpg","back against the wall","7.0","person, wall, pressure","3.0","person, wall, pressure","3.0","person, wall, pressure","3.0","back, wall","partial","partial","DallE3","1.0","metaphor","object","to be in a tough situation with limited options","yes","P7","Llama3 + GPT","0.0"
"dreamlike_P19_19_17.jpg","scapegoat","2.6","goat","1.0","goat","1.0","goat","1.0","goat","total","total","dreamlike","1.0","metaphor","animal","to be made to suffer or bear the punishment for someone else","yes","P3","no_model","0.0"
"dreamlike_P23_23_24.jpg","blue-collar","6.9","jeans, worker, boot, factory, blue, collar","6.0","jeans, worker, boot, factory, blue, collar","6.0","jeans, worker, boot, factory, blue","5.0","blue, collar","total","partial","dreamlike","0.8333333333333334","metonymy","object","blue-collar workers do physical work, rather than working in offices","yes","P7","Llama3","0.0"
"GPT_P19_19-31.jpg","on a roll","8.9","roll, period","2.0","roll","1.0","roll","1.0","roll","total","total","DallE3","0.5","metaphor","object","experiencing a period of success or good luck","yes","P3","GPT","0.0"
"dreamlike_P22_22_23.jpg","across the board","8.0","background, board, multiple, people","4.0","background, multiple, people","3.0","background, multiple, people","3.0","board","none","none","dreamlike","0.75","metaphor","object","affecting everyone or everything within an organization, system, or society","maybe","P6","Llama3","0.0"
"GPT_P01_01-26-02.jpg","in a nutshell","8.5","nutshell","1.0","nutshell","1.0",,"1.0","nutshell","total",,"DallE3","1.0","metaphor","food","used when you are stating the main facts about something in a short clear way","no","P1","GPT","0.0"
"dreamlike_P20_20_54.jpg","cold turkey","2.8000000000000003","cold, turkey, people, drug, smoking, year,","7.0","people, smoking","2.0","cold, people","2.0","cold, turkey","none","partial","dreamlike","0.2857142857142857","metaphor","food","an unpleasant physical condition suffered by people who stop taking a drug that they are addicted to","yes","P4","no_model","0.0"
"dreamlike_P23_23_3.jpg","on board","5.6000000000000005","part, board, group, scene, project, goal","6.0","part, board, group, scene, project, goal","6.0","part, board, group, scene, project, goal","6.0","board","total","total","dreamlike","1.0","metaphor","object","as part of a group or team, especially for a special purpose","yes","P7","Llama3","0.0"
"GPT_P20_20-33.jpg","on the money","7.1000000000000005","money, contest, winner","3.0","contest, winner","2.0",,"1.0","money","none",,"DallE3","0.6666666666666666","metaphor","object","being right about something","yes","P4","GPT","1.0"
"GPT_P23_23-41.jpg","turn the tables","2.5","script, player","2.0","script, player","2.0","player","1.0","tables","none","none","DallE3","1.0","metaphor","object","​to change a situation so that you are now in a stronger position than the person who used to be in a stronger position than you","yes","P7","Llama3 + GPT","0.0"
"GPT_P01_01-27-02.jpg","in hot water","6.5","hot, water","2.0",,"0.0","hot","1.0","hot, water",,"partial","DallE3","0.0","metaphor","nature","if someone is in hot water, they are in trouble because they have done something wrong","yes","P1","GPT","0.0"
"GPT_P19_19-30.jpg","in the dock","9.2","dock, trial, court, criminal, case","5.0","dock, trial, court, criminal, case","5.0","dock","1.0","dock","total","total","DallE3","1.0","metaphor","object","on trial in court, especially in a criminal case","yes","P3","GPT","0.0"
"dreamlike_P01_01_49-02.jpg","a piece of cake","2.4000000000000004","piece, cake","2.0","piece","1.0","cake","1.0","piece, cake","partial","partial","dreamlike","0.5","metaphor","food","very easy task","no","P1","no_model","0.0"
"dreamlike_P23_23_25.jpg","bread and butter","6.1000000000000005","bread, butter, job, person, work, plate, symbol","7.0","bread, butter, job, person, work, plate","6.0","bread, plate","2.0","bread, butter","total","partial","dreamlike","0.2857142857142857","metonymy","food","a job or activity that provides you with the money you need to live","maybe","P7","Llama3","0.0"
"dreamlike_P19_19_51.jpg","hot potato","2.2","hot, potato, people","3.0","hot, potato","2.0","potato","1.0","hot, potato","total","partial","dreamlike","0.3333333333333333","metaphor","food","refers to a controversial or sensitive topic that people avoid discussing","no","P3","no_model","0.0"
"dreamlike_P12_12_15.jpg","at bay","5.0","bay","1.0","bay","1.0","bay","1.0","bay","total","total","dreamlike","1.0",,"nature","to keep something dangerous at a safe distance","maybe","P2","no_model","0.0"
"dreamlike_P12_12_16.jpg","on the ball","0.0","ball","1.0","ball","1.0","ball","1.0","ball","total","total","dreamlike","1.0","metaphor","object","to be aware of and understand what is happening and be able to react quickly","yes","P2","no_model","0.0"
"GPT_P20_20-35.jpg","off the hook","8.0","hook, warning","2.0","hook","1.0","hook","1.0","hook","total","total","DallE3","0.5","metaphor","object","having got free from a difficult situation or a punishment","yes","P4","GPT","1.0"
"GPT_P21_21-37.jpg","behind bars","10.0","jail, end, year, bar, crime, evidence, male","7.0","bar, jail, male","3.0","jail, bar, crime, male","4.0","bar","total","total","DallE3","0.4285714285714285","metonymy","object","to be in jail or prison","yes","P5","GPT","0.0"
"GPT_P01_01-29-02.jpg","at the helm","9.0","helm","1.0","helm","1.0",,"1.0","helm","total",,"DallE3","1.0","metaphor","object","in charge of an organization, group of people, etc.","yes","P1","GPT","0.0"
"GPT_P22_22-40.jpg","back against the wall","9.6","person, back, cold, gray, brick, wall","6.0","person, back, cold, gray, wall","5.0","person, back, cold, gray, brick, wall","6.0","back, wall","total","total","DallE3","0.8333333333333334","metaphor","object","to be in a tough situation with limited options","yes","P6","Llama3 + GPT","0.0"
"dreamlike_P22_22_24.jpg","blue-collar","8.8","person, toolbox, side, worn, denim, jean, plaid, shirt, boot, rusty, truck, equipment, machinery, worker, blue, collar","16.0","toolbox, side, worn, denim, jean, plaid, shirt, boot, rusty, truck, equipment, machinery, worker, blue, collar","15.0","person, side, worn, denim, jean, plaid, shirt, boot, rusty, truck, equipment, machinery, worker, blue, collar","15.0","blue, collar","total","total","dreamlike","0.9375","metonymy","object","blue-collar workers do physical work, rather than working in offices","yes","P6","Llama3","0.0"
"dreamlike_P21_21_22.jpg","in the cards","0.3","promotion, summer, card, friend","4.0","card","1.0","card, friend","2.0","card","total","total","dreamlike","0.5","metonymy","object","Something very likely to happen, occur or take place","no","P5","no_model","2.0"
"dreamlike_P20_20_21.jpg","upper hand","0.1","upper, hand, prime minister, parliament, case","5.0","upper, hand, prime minister,","4.0","prime minister, parliament, case","3.0","upper, hand ","total","none","dreamlike","0.6","metonymy","body","to get an advantage over somebody so that you are in control of a particular situation","yes","P4","no_model","2.0"
"dreamlike_P19_19_19.jpg","red tape","2.1","red, tape","2.0","red, tape","2.0","red, tape","2.0","red, tape","total","total","dreamlike","1.0","metonymy","object","over excessive or time-consuming rules and bureaucracy that hinder progress","no","P3","no_model","2.0"
"GPT_P22_22-41.jpg","turn the tables","9.5","deal, heads, two, rival, detective, male, female, light, crime, scene, hand, word, game, on","14.0","deal, heads, two, rival, detective, male, female, light, hand, word, game, on","12.0","heads, two, rival, male, female, light, crime, scene, hand, word","10.0","tables","none","none","DallE3","0.8571428571428571","metaphor","object","​to change a situation so that you are now in a stronger position than the person who used to be in a stronger position than you","yes","P6","Llama3 + GPT","1.0"
"dreamlike_P12_12_17.jpg","scapegoat","8.5","goat","1.0","goat","1.0","goat","1.0","goat","total","total","dreamlike","1.0","metaphor","animal","to be made to suffer or bear the punishment for someone else","yes","P2","no_model","0.0"
"GPT_P21_21-39.jpg","big gun","10.0","big, gun, firm, court, case, trading","6.0","firm","1.0","big, gun, firm, trading","4.0","big, gun","none","total","DallE3","0.1666666666666666","metonymy","object","someone who has an important or powerful position","yes","P5","GPT","0.0"
"dreamlike_P22_22_6.jpg","in the can","9.5","whipped cream, ribbon,  metal, can design, soft, fluffy, substance, colorful, wrap, paper, marshmallow","11.0","whipped cream, ribbon, can, metal,  design, soft, fluffy, substance, colorful, wrap, paper","11.0","ribbon, metal, can design, soft, substance, colorful","6.0","can","total","none","dreamlike","0.5454545454545454","metonymy","object","(especially of filmed or recorded material) to be completed and ready for use","no","P6","Llama3","2.0"
"dreamlike_P22_22_25.jpg","bread and butter","5.0","daily, live, loaf, bread, jar, creamy, butter","7.0","loaf, bread, jar, creamy, butter","5.0","live, loaf, bread, jar, creamy, butter","6.0","bread, butter","total","total","dreamlike","0.8571428571428571","metonymy","food","a job or activity that provides you with the money you need to live","maybe","P6","Llama3","0.0"
"GPT_P23_23-43.jpg","black sheep","1.2000000000000002","individual, family, black, sheep","4.0","individual, family, black","3.0","family, black, sheep","3.0","black, sheep","partial","total","DallE3","0.75","metaphor","animal","a person who is different from the rest of their family or another group, and who is considered bad or embarrassing","yes","P7","Llama3 + GPT","0.0"
"GPT_P12_12-31.jpg","on a roll","10.0","roll","1.0","roll","1.0","roll","1.0","roll","total","total","DallE3","1.0","metaphor","object","experiencing a period of success or good luck","yes","P2","GPT","0.0"
"GPT_P19_19-32.jpg","melting pot","10.0","melting pot, place, type, people","4.0","melting pot, place","2.0","place, type, people","3.0","melting pot","total","none","DallE3","0.5","metaphor","object","a place where different types of people and ideas live together, frequently blending to create something new","maybe","P3","GPT","0.0"
"dreamlike_P21_21_23.jpg","across the board","0.1","board, industry, investment, company, vacancy","5.0","board, industry, company","3.0","board","1.0","board","total","total","dreamlike","0.2","metaphor","object","affecting everyone or everything within an organization, system, or society","maybe","P5","no_model","2.0"
"dreamlike_P23_23_27.jpg","in hot water","10.0","person, hot, water","3.0","person, hot, water","3.0","person","1.0","hot, water","total","none","dreamlike","0.3333333333333333","metaphor","nature","if someone is in hot water, they are in trouble because they have done something wrong","yes","P7","Llama3","2.0"
"dreamlike_P23_23_12.jpg","cup of tea","6.1000000000000005","cup, tea, warm, atmosphere","4.0","cup, tea, warm, atmosphere","4.0","cup, tea, warm","3.0","cup, tea","total","total","dreamlike","0.75","metaphor","object","if it is “your cup of tea” it is something that you prefer","no","P7","Llama3","0.0"
"dreamlike_P12_12_49.jpg","a piece of cake","10.0","piece, cake","2.0","piece, cake","2.0","cake","1.0","piece, cake","total","partial","dreamlike","0.5","metaphor","food","very easy task","no","P2","no_model","0.0"
"GPT_P12_12-30.jpg","in the dock","10.0","dock","1.0","dock","1.0","dock","1.0","dock","total","total","DallE3","1.0","metaphor","object","on trial in court, especially in a criminal case","yes","P2","GPT","0.0"
"dreamlike_P01_01_14-02.jpg","old school","10.0","school","1.0",,"0.0",,"0.0","school",,,"dreamlike","0.0","metaphor","object","old fashioned ideas or approach compared to current trends","no","P1","no_model","0.0"
"GPT_P19_19-33.jpg","on the money","10.0","money","1.0","money","1.0",,"1.0","money","total",,"DallE3","1.0","metaphor","object","being right about something","yes","P3","GPT","1.0"
"GPT_P20_20-34.jpg","red book","10.0","treasury, revenue, parliament, red, book, publication, plan","7.0","parliament, red, book, publication","4.0","red, book, publication","3.0","red, book","total","total","DallE3","0.5714285714285714","metonymy","object","a government publication bound in red, esp the Treasury's annual forecast of revenue, expenditure, growth, and inflation","yes","P4","GPT","3.0"
"dreamlike_P19_19_18.jpg","under fire","0.3","fire, subject","2.0",,"0.0",,"1.0","fire",,,"dreamlike","0.5","metaphor","nature","subject to extreme criticism or judgment","yes","P3","no_model","2.0"
"dreamlike_P23_23_7.jpg","at stake","10.0","stake, treasure","2.0","treasure","1.0","treasure","1.0","stake","none","none","dreamlike","0.5","metaphor","object","If something that is valuable is at stake, it is in a situation where it might be lost","no","P7","Llama3","0.0"
"GPT_P23_23-42.jpg","black book","10.0","ledger, black, book, name","4.0","ledger, black, book, name","4.0","black, book","2.0","black, book","total","total","DallE3","1.0","metonymy","object","a book containing the names of people to be punished, blacklisted, etc","yes","P7","Llama3 + GPT","3.0"
"dreamlike_P22_22_8.jpg","white paper","0.1","blank, slate, clean, sheet","4.0","blank, slate, clean, sheet","4.0","blank, slate, clean","3.0","white, paper","none","none","dreamlike","0.75","metonymy","object","in various countries, a government report on a particular subject giving information and details of future planned laws","yes","P6","Llama3","0.0"
"dreamlike_P01_01_15-02.jpg","at bay","7.6","bay","1.0","bay","1.0",,"0.0","bay","total",,"dreamlike","0.0",,"nature","to keep something dangerous at a safe distance","maybe","P1","no_model","2.0"
"dreamlike_P23_23_26.jpg","in a nutshell","0.1","nutshell, summary","2.0","nutshell, summary","2.0",,"1.0","nutshell","total",,"dreamlike","0.5","metaphor","food","used when you are stating the main facts about something in a short clear way","no","P7","Llama3","2.0"
"dreamlike_P19_19_52.jpg","earworm","10.0","song, ear, worm","3.0","song, worm","2.0","song","1.0","ear, worm","partial","none","dreamlike","0.3333333333333333","metaphor","animal","a situation when a song that comes to your mind again and again","yes","P3","no_model","2.0"
"dreamlike_P01_01_50-02.jpg","lame duck","10.0","duck","1.0",,"0.0","duck","1.0","duck",,"total","dreamlike","1.0","metaphor","animal","a person or thing that is disabled, helpless, ineffective, or inefficient","yes","P1","no_model","0.0"
"dreamlike_P20_20_20.jpg","red flag","0.1","red, flag, sign, airline, industry, country, virus","7.0","red, flag, sign","3.0","airlinesign, country","2.0","red, flag","total","none","dreamlike","0.2857142857142857","metaphor","object","a sign that something is not right or something bad may happen","no","P4","no_model","2.0"
"GPT_P01_01-28-02.jpg","in the bag","10.0","bag","1.0",,"0.0","bag","1.0","bag",,"total","DallE3","0.0","metaphor","object","if something is in the bag, it is almost certain to be won or achieved","no","P1","GPT","0.0"
"dreamlike_P12_12_16.jpg","on the ball","8.3","ball","1.0","ball","1.0","ball","1.0","ball","total","total","dreamlike","1.0","metaphor","object","to be aware of and understand what is happening and be able to react quickly","yes","P2","no_model","0.0"
"GPT_P20_20-35.jpg","off the hook","5.1000000000000005","hook, warning","2.0","hook","1.0","hook","1.0","hook","total","total","DallE3","0.5","metaphor","object","having got free from a difficult situation or a punishment","yes","P4","GPT","1.0"
"GPT_P21_21-37.jpg","behind bars","5.4","jail, end, year, bar, crime, evidence, male","7.0","bar, jail, male","3.0","jail, bar, crime, male","4.0","bar","total","total","DallE3","0.4285714285714285","metonymy","object","to be in jail or prison","yes","P5","GPT","0.0"
